 title= "nonlinear solution"
 variables= "x", "t", "u" 
 zone F=point, I=          41 J=          25
  0.10000000D+02    0.24000000D+01    0.49999951D+01
  0.11000000D+02    0.24000000D+01    0.49999583D+01
  0.12000000D+02    0.24000000D+01    0.49999583D+01
  0.13000000D+02    0.24000000D+01    0.49996995D+01
  0.14000000D+02    0.24000000D+01    0.49996995D+01
  0.15000000D+02    0.24000000D+01    0.49981458D+01
  0.16000000D+02    0.24000000D+01    0.49981458D+01
  0.17000000D+02    0.24000000D+01    0.49900519D+01
  0.18000000D+02    0.24000000D+01    0.49900519D+01
  0.19000000D+02    0.24000000D+01    0.49531090D+01
  0.20000000D+02    0.24000000D+01    0.49531090D+01
  0.21000000D+02    0.24000000D+01    0.48063975D+01
  0.22000000D+02    0.24000000D+01    0.48063975D+01
  0.23000000D+02    0.24000000D+01    0.43280008D+01
  0.24000000D+02    0.24000000D+01    0.43280008D+01
  0.25000000D+02    0.24000000D+01    0.32278186D+01
  0.26000000D+02    0.24000000D+01    0.32278186D+01
  0.27000000D+02    0.24000000D+01    0.17539922D+01
  0.28000000D+02    0.24000000D+01    0.17539922D+01
  0.29000000D+02    0.24000000D+01    0.67934068D+00
  0.30000000D+02    0.24000000D+01    0.67934068D+00
  0.31000000D+02    0.24000000D+01    0.20252342D+00
  0.32000000D+02    0.24000000D+01    0.20252342D+00
  0.33000000D+02    0.24000000D+01    0.49350069D-01
  0.34000000D+02    0.24000000D+01    0.49350069D-01
  0.35000000D+02    0.24000000D+01    0.98625407D-02
  0.36000000D+02    0.24000000D+01    0.98620217D-02
  0.37000000D+02    0.24000000D+01    0.15584402D-02
  0.38000000D+02    0.24000000D+01    0.15450530D-02
  0.39000000D+02    0.24000000D+01    0.16817430D-03
  0.40000000D+02    0.24000000D+01    0.00000000D+00
