 title= "nonlinear solution"
 variables= "x", "t", "u" 
 zone F=point, I=          41 J=          25
  0.11000000D+02    0.24000000D+01    0.41145721D+01
  0.12000000D+02    0.24000000D+01    0.56316334D+01
  0.13000000D+02    0.24000000D+01    0.49317154D+01
  0.14000000D+02    0.24000000D+01    0.42441620D+01
  0.15000000D+02    0.24000000D+01    0.60519754D+01
  0.16000000D+02    0.24000000D+01    0.44667812D+01
  0.17000000D+02    0.24000000D+01    0.40775343D+01
  0.18000000D+02    0.24000000D+01    0.64465987D+01
  0.19000000D+02    0.24000000D+01    0.46231023D+01
  0.20000000D+02    0.24000000D+01    0.30268260D+01
  0.21000000D+02    0.24000000D+01    0.64316830D+01
  0.22000000D+02    0.24000000D+01    0.60905622D+01
  0.23000000D+02    0.24000000D+01    0.20912523D+01
  0.24000000D+02    0.24000000D+01    0.37263226D+01
  0.25000000D+02    0.24000000D+01    0.76837091D+01
  0.26000000D+02    0.24000000D+01    0.51843052D+01
  0.27000000D+02    0.24000000D+01    0.79780513D+00
  0.28000000D+02    0.24000000D+01    0.71473509D-02
  0.29000000D+02    0.24000000D+01    0.15038217D-06
  0.30000000D+02    0.24000000D+01    0.45369834D-17
  0.31000000D+02    0.24000000D+01    0.10319077D-40
  0.32000000D+02    0.24000000D+01    0.79337118D-94
  0.33000000D+02    0.24000000D+01    0.42380345-213
  0.34000000D+02    0.24000000D+01    0.00000000D+00
  0.35000000D+02    0.24000000D+01    0.00000000D+00
  0.36000000D+02    0.24000000D+01    0.00000000D+00
  0.37000000D+02    0.24000000D+01    0.00000000D+00
  0.38000000D+02    0.24000000D+01    0.00000000D+00
  0.39000000D+02    0.24000000D+01    0.00000000D+00
  0.40000000D+02    0.24000000D+01    0.00000000D+00
